game_number,player,start_pos,direction,word,score
0,player 1,"(7, 7)",across,signa,14
0,player 1,"(3, 11)",down,bastad,14
0,player 2,"(4, 9)",across,snadź,14
0,player 3,"(6, 8)",down,fikcji,11
0,player 4,"(11, 7)",across,bioli,9
0,player 1,"(2, 13)",down,zeźili,6
0,player 2,"(9, 2)",across,półwiecy,65
0,player 3,"(7, 14)",down,nam,12
0,player 4,"(7, 3)",down,wtó,3
0,player 1,"(7, 0)",across,omywne,21
0,player 2,"(3, 4)",across,darząa,11
0,player 3,"(0, 7)",down,pauzy,24
0,player 4,"(0, 4)",down,lordm,8
0,player 1,"(9, 5)",down,waść,12
0,player 2,"(1, 1)",down,tarznem,14
0,player 3,"(1, 6)",across,ważki,9
0,player 4,"(11, 2)",across,zgaś,11
0,player 1,"(10, 10)",down,plos,6
0,player 2,"(13, 9)",across,osuwy,14
0,player 3,"(10, 0)",across,łzę,9
0,player 4,"(0, 10)",down,kic,4
0,player 1,"(0, 10)",across,kie,2
0,player 2,"(2, 1)",across,aa,2
0,player 3,"(10, 0)",down,łkj,5
0,player 4,"(5, 0)",across,on,1
1,player 1,"(7, 7)",across,usnuj,22
1,player 1,"(6, 10)",down,tuliły,11
1,player 2,"(11, 8)",across,zmyś,18
1,player 3,"(9, 6)",across,stawiar,7
1,player 4,"(8, 2)",across,wiaga,7
1,player 1,"(6, 2)",down,niweleą,16
1,player 2,"(11, 0)",across,ameby,14
1,player 3,"(6, 2)",across,nękó,12
1,player 4,"(3, 3)",down,zeźę,13
1,player 1,"(7, 0)",down,babca,27
1,player 2,"(4, 2)",across,yery,6
1,player 3,"(10, 4)",down,zyg,5
1,player 4,"(11, 8)",down,zeń,8
1,player 1,"(5, 10)",across,ojej,8
1,player 2,"(3, 11)",down,huj,12
1,player 3,"(3, 10)",across,chn,3
1,player 4,"(0, 12)",down,donn,5
1,player 1,"(1, 8)",across,adamoe,10
1,player 2,"(0, 8)",down,ranić,9
1,player 3,"(0, 5)",across,wydr,15
1,player 4,"(12, 6)",across,kie,3
1,player 1,"(2, 6)",across,wino,3
1,player 2,"(1, 2)",across,fake,9
1,player 3,"(0, 3)",down,da,2
1,player 4,"(5, 7)",down,ilu,3
1,player 1,"(6, 4)",down,kra,1
2,player 1,"(7, 7)",across,tatoa,14
2,player 1,"(4, 8)",down,jeńa,11
2,player 2,"(3, 11)",down,fellac,22
2,player 3,"(4, 5)",across,shoj,5
2,player 4,"(0, 7)",down,dioro,15
2,player 1,"(2, 1)",across,zezoego,9
2,player 2,"(0, 1)",down,bazim,14
2,player 3,"(5, 10)",across,bliż,9
2,player 4,"(0, 3)",down,nizała,9
2,player 1,"(3, 13)",down,wyżęłś,16
2,player 2,"(8, 1)",across,nasypoą,63
2,player 3,"(0, 5)",across,widź,11
2,player 4,"(6, 4)",down,szyjn,7
2,player 1,"(0, 14)",down,oćce,27
2,player 2,"(8, 1)",down,nakarm,14
2,player 3,"(11, 0)",across,sanó,17
2,player 4,"(10, 4)",across,namule,9
2,player 1,"(9, 9)",down,ceku,7
2,player 2,"(0, 10)",down,grep,7
2,player 3,"(12, 4)",across,politury,59
2,player 4,"(11, 11)",across,ny,5
2,player 1,"(1, 9)",across,ird,3
2,player 2,"(4, 6)",down,hiw,2
2,player 4,"(13, 1)",across,mh,3
2,player 2,"(2, 9)",across,we,1
2,player 4,"(1, 0)",across,da,2
3,player 1,"(7, 7)",across,sers,8
3,player 1,"(6, 8)",down,leky,6
3,player 2,"(7, 10)",down,sień,15
3,player 3,"(6, 3)",across,bromal,8
3,player 4,"(9, 2)",across,bitomay,10
3,player 1,"(1, 3)",down,wżynłby,18
3,player 2,"(9, 2)",down,bufę,18
3,player 3,"(1, 0)",across,sziwmi,12
3,player 4,"(3, 1)",across,gnypi,7
3,player 1,"(8, 5)",down,łojai,8
3,player 2,"(4, 5)",across,walthr,11
3,player 3,"(0, 7)",down,kupul,30
3,player 4,"(0, 7)",across,krawacz,7
3,player 1,"(2, 7)",across,pokadźe,25
3,player 2,"(11, 4)",across,naśc,8
3,player 3,"(7, 0)",across,gidy,12
3,player 4,"(0, 13)",down,zjedz,12
3,player 1,"(4, 0)",down,diegez,6
3,player 2,"(0, 0)",down,as,3
3,player 3,"(0, 13)",down,zjedzoą,6
3,player 4,"(11, 7)",down,chn,4
3,player 1,"(5, 0)",across,in,1
3,player 2,"(12, 7)",across,hepać,10
3,player 3,"(2, 11)",down,do,3
3,player 4,"(9, 10)",across,eee,2
3,player 2,"(1, 1)",down,zyg,2
3,player 3,"(8, 12)",down,cez,3
3,player 4,"(13, 6)",across,in,1
3,player 3,"(6, 12)",across,tą,2
3,player 4,"(12, 10)",down,as,1
3,player 3,"(0, 10)",down,wwa,1
4,player 1,"(7, 7)",across,greey,16
4,player 1,"(6, 11)",down,wymigu,16
