game_number,player,start_pos,direction,word,score
0,player 1,"(7, 7)",across,nosić,20
0,player 1,"(6, 11)",down,oćwczań,15
0,player 2,"(4, 7)",down,czynem,8
0,player 3,"(5, 6)",across,uz,3
0,player 4,"(11, 10)",across,jaźń,12
0,player 1,"(9, 5)",across,łbm,6
0,player 2,"(9, 2)",across,doiłbm,4
0,player 3,"(10, 1)",across,aa,2
0,player 4,"(9, 9)",across,śnca,7
0,player 1,"(10, 1)",down,asti,8
0,player 2,"(12, 0)",across,stapló,12
0,player 3,"(11, 0)",across,as,1
0,player 4,"(3, 12)",down,omżn,9
0,player 1,"(3, 10)",across,dłoi,12
0,player 2,"(4, 3)",down,krempo,8
0,player 3,"(7, 3)",across,mh,3
0,player 4,"(4, 3)",across,kęs,1
0,player 1,"(1, 13)",down,etiu,12
0,player 2,"(7, 6)",across,wnosić,1
0,player 3,"(4, 9)",across,do,4
0,player 4,"(1, 12)",across,we,1
0,player 1,"(0, 14)",down,in,6
0,player 2,"(6, 0)",across,gile,6
0,player 3,"(3, 5)",down,as,1
0,player 4,"(0, 7)",across,wiecai,21
0,player 1,"(2, 1)",down,knypi,7
0,player 2,"(2, 1)",across,koję,10
0,player 3,"(11, 5)",down,tó,2
0,player 4,"(11, 5)",across,tą,5
0,player 1,"(0, 9)",down,eee,2
0,player 2,"(12, 3)",down,pf,5
0,player 3,"(0, 2)",down,kro,3
0,player 4,"(0, 4)",down,erę,2
0,player 4,"(3, 5)",across,aa,1
1,player 1,"(7, 7)",across,rzeży,20
1,player 1,"(6, 11)",down,wykapi,9
1,player 2,"(4, 7)",down,asertom,8
1,player 3,"(4, 6)",across,aa,1
1,player 4,"(5, 10)",down,liż,3
1,player 1,"(3, 3)",across,nęda,11
1,player 2,"(7, 6)",across,przeżyta,4
1,player 3,"(9, 11)",across,as,1
1,player 4,"(0, 4)",down,wagę,5
1,player 1,"(0, 4)",across,weck,15
1,player 2,"(9, 10)",across,dasz,3
1,player 3,"(1, 2)",across,moa,3
1,player 4,"(9, 4)",across,netow,5
1,player 1,"(7, 4)",down,pannis,7
1,player 2,"(6, 13)",down,lajzr,6
1,player 3,"(10, 3)",across,in,1
1,player 4,"(1, 7)",across,ucie,7
1,player 1,"(12, 4)",across,skińe,11
1,player 2,"(1, 7)",across,ucierp,1
1,player 3,"(1, 2)",down,mh,6
1,player 4,"(4, 2)",across,ny,3
1,player 1,"(1, 12)",down,pyszo,7
1,player 2,"(13, 8)",across,ścgom,13
1,player 3,"(0, 7)",down,kub,3
1,player 4,"(0, 9)",down,widź,12
1,player 1,"(3, 11)",across,as,3
1,player 2,"(4, 0)",across,inny,2
1,player 3,"(4, 10)",down,bliż,6
1,player 4,"(3, 1)",down,in,1
1,player 1,"(6, 13)",down,lajzrzy,3
1,player 2,"(4, 0)",down,iła,4
1,player 4,"(6, 0)",across,aj,3
1,player 1,"(5, 7)",across,szal,2
1,player 2,"(12, 5)",down,ku,3
2,player 1,"(7, 7)",across,ditó,20
2,player 1,"(7, 9)",down,tęgosz,11
2,player 2,"(12, 6)",across,redzki,7
2,player 3,"(6, 10)",across,tą,2
2,player 4,"(3, 11)",down,nożą,9
2,player 1,"(9, 11)",down,nabij,14
