player_1_score,player_2_score,player_3_score,player_4_score
67,209,89,69
61,64,62,55
61,53,140,49
57,44,123,78
89,60,64,104
66,69,157,80
55,44,81,65
103,44,64,147
151,105,90,47
61,65,39,46
53,74,73,103
43,78,45,135
67,50,55,65
54,57,75,130
108,55,70,65
64,72,83,63
81,66,94,83
43,86,64,52
117,50,131,62
51,74,69,116
129,68,66,66
62,61,98,103
70,49,90,106
62,55,57,117
101,94,62,64
49,98,70,58
43,75,82,59
55,101,46,125
92,52,53,70
118,84,37,61
60,90,123,63
62,71,111,58
87,64,85,44
62,123,129,59
65,46,72,73
108,42,59,136
138,53,79,47
49,54,75,108
78,59,70,105
138,53,50,145
82,56,51,69
34,61,104,57
59,76,138,124
39,62,60,85
176,51,55,99
77,116,65,56
91,52,84,54
74,48,112,147
66,52,130,103
47,77,66,56
57,41,61,122
95,68,50,125
73,67,105,53
54,95,50,68
77,44,84,55
54,61,37,85
143,46,63,101
61,71,43,78
52,35,65,73
99,56,54,84
80,117,54,47
54,93,65,51
50,91,97,66
103,57,59,64
88,67,125,47
48,87,53,57
106,55,100,50
64,74,59,72
88,102,153,65
149,70,68,72
91,36,67,56
62,42,64,76
146,77,82,55
45,101,64,65
57,50,88,43
146,70,60,88
55,98,64,61
49,68,65,67
67,92,73,72
135,39,62,78
91,62,78,63
54,127,63,51
82,70,165,61
48,48,110,156
94,41,65,84
63,135,95,68
58,56,74,73
100,43,43,90
69,54,42,70
59,125,116,56
68,78,86,42
61,81,39,62
85,53,95,63
39,137,77,53
54,69,73,66
54,68,53,90
91,68,54,59
63,88,52,65
69,57,68,67
50,58,65,80
79,59,54,68
57,47,172,56
59,53,69,90
69,55,91,68
74,48,76,35
69,81,99,54
60,42,73,52
103,48,63,86
80,68,73,49
63,70,96,135
61,58,110,62
84,41,63,73
62,73,69,87
58,119,62,54
48,63,98,52
52,45,51,85
75,88,60,49
51,67,57,65
57,41,154,53
63,58,47,86
68,131,62,111
42,62,81,36
51,50,98,45
51,43,56,84
99,48,119,55
127,104,78,58
80,33,130,63
112,69,62,80
88,66,53,43
49,75,69,79
62,52,78,71
68,58,36,127
53,113,51,45
40,135,105,62
61,65,60,72
87,70,61,54
63,85,81,77
72,117,58,58
77,54,48,85
51,36,90,84
69,70,61,50
59,70,105,45
49,102,141,66
61,45,46,116
83,101,110,57
42,118,112,50
62,54,70,80
52,59,58,67
61,57,43,86
60,77,105,92
94,45,85,56
76,46,54,75
87,38,68,172
50,76,96,51
56,62,177,61
35,63,68,79
60,69,63,53
44,132,104,116
55,46,78,57
183,54,50,58
59,60,39,136
54,77,53,57
57,40,124,38
56,61,44,82
135,45,54,102
68,88,54,63
54,106,152,64
60,110,74,73
70,52,59,43
51,216,48,120
76,53,126,51
54,51,68,90
53,113,62,68
64,54,64,62
84,50,63,113
52,53,54,92
137,73,77,48
37,82,121,57
53,46,68,87
48,46,49,88
86,35,67,52
67,75,59,78
51,33,195,58
71,107,52,85
75,67,45,82
49,75,139,128
57,48,113,111
67,91,45,85
85,49,55,132
56,77,77,54
62,53,83,56
65,94,75,111
61,79,58,61
49,94,68,52
59,98,137,82
93,82,89,74
78,82,58,57
43,114,62,59
112,106,67,53
62,66,71,74
72,50,108,63
75,63,63,99
53,61,65,53
63,65,107,84
105,61,46,63
61,100,95,42
53,96,56,35
64,37,85,86
58,160,110,104
65,79,61,89
52,48,144,86
61,110,119,133
75,51,76,166
67,87,69,56
68,47,89,79
55,72,60,61
96,52,54,67
52,57,95,49
142,67,133,56
57,59,46,75
72,61,54,61
63,69,37,53
48,67,200,97
72,33,54,82
83,74,61,54
68,113,48,62
51,62,133,48
