game_number,player,start_pos,direction,word,score
0,player 1,"(7, 7)",across,deck,14
0,player 1,"(6, 10)",down,ikstj,10
0,player 2,"(4, 7)",down,gańd,11
0,player 3,"(4, 6)",across,ognić,14
0,player 4,"(6, 4)",across,jaźń,13
0,player 1,"(9, 7)",across,teatry,7
0,player 2,"(5, 5)",down,gapiącm,15
0,player 3,"(11, 3)",across,łamakw,14
0,player 4,"(7, 12)",down,orylai,7
0,player 1,"(8, 2)",across,misie,5
0,player 2,"(11, 11)",across,pad,8
0,player 3,"(6, 2)",down,ohmw,5
0,player 4,"(4, 13)",down,blon,7
0,player 1,"(1, 9)",down,myrin,6
0,player 2,"(2, 8)",across,wyczut,12
0,player 3,"(1, 6)",down,leżo,8
0,player 4,"(2, 2)",across,bekse,10
0,player 1,"(2, 3)",down,eś,15
0,player 2,"(9, 1)",down,imioa,8
0,player 3,"(0, 11)",down,dozó,18
0,player 4,"(13, 1)",across,apsao,5
0,player 1,"(0, 13)",down,łat,8
0,player 2,"(0, 3)",down,nieśny,5
0,player 4,"(9, 7)",down,tukę,8
0,player 1,"(4, 3)",across,ny,4
0,player 2,"(6, 10)",across,iw,1
0,player 1,"(9, 0)",across,hiw,3
0,player 1,"(7, 8)",down,eee,1
1,player 1,"(7, 7)",across,ukaż,22
1,player 1,"(3, 7)",down,toteu,6
1,player 2,"(5, 10)",down,jeżowc,9
1,player 3,"(3, 4)",across,faetnu,11
1,player 4,"(5, 5)",across,wety,4
1,player 1,"(10, 4)",across,morsznca,60
1,player 2,"(6, 4)",down,pólom,10
1,player 3,"(0, 8)",down,dośn,8
1,player 4,"(0, 6)",across,jadę,27
1,player 1,"(8, 2)",across,delty,7
1,player 2,"(7, 2)",down,zderzą,13
1,player 3,"(9, 8)",down,szydź,14
1,player 4,"(12, 8)",across,dnień,17
1,player 1,"(2, 0)",across,siorp,7
1,player 2,"(0, 0)",down,mysia,18
1,player 3,"(11, 1)",across,łza,6
1,player 4,"(0, 2)",down,procki,8
1,player 1,"(0, 2)",across,pab,4
1,player 2,"(5, 10)",across,jagł,7
1,player 3,"(2, 12)",down,lingwiz,9
1,player 4,"(2, 10)",across,mela,4
1,player 1,"(0, 13)",down,izan,6
1,player 4,"(5, 2)",across,iw,1
1,player 1,"(5, 1)",across,hiw,3
2,player 1,"(7, 7)",across,arietk,16
2,player 1,"(5, 11)",down,ostygną,23
2,player 2,"(10, 7)",across,carenę,11
2,player 3,"(1, 12)",down,canon,7
2,player 4,"(1, 6)",across,wiersach,66
2,player 1,"(3, 9)",across,dośn,18
2,player 2,"(0, 7)",down,pitbl,21
2,player 3,"(4, 3)",across,renile,6
2,player 4,"(0, 4)",down,zważeiom,62
2,player 1,"(1, 1)",across,ulow,12
2,player 2,"(1, 2)",down,lóź,19
2,player 3,"(6, 2)",across,ziońy,11
2,player 4,"(6, 2)",down,zleciła,11
2,player 1,"(7, 0)",across,dil,9
2,player 2,"(11, 2)",across,łyg,9
2,player 3,"(9, 0)",across,tachać,13
2,player 4,"(6, 9)",down,nieurosł,10
2,player 1,"(0, 0)",down,zmyj,24
2,player 2,"(13, 9)",across,łajez,12
2,player 3,"(5, 10)",across,tonf,7
2,player 1,"(12, 0)",across,kia,3
2,player 2,"(2, 4)",across,as,1
2,player 3,"(0, 11)",down,da,2
2,player 1,"(12, 12)",down,we,2
2,player 3,"(0, 13)",down,mh,2
2,player 3,"(12, 1)",down,iw,2
3,player 1,"(7, 7)",across,dict,14
3,player 1,"(5, 8)",down,zbijały,13
3,player 2,"(6, 10)",down,ptast,8
3,player 3,"(9, 7)",across,raksy,5
3,player 4,"(11, 5)",across,feny,7
3,player 1,"(8, 4)",down,piwsu,9
3,player 2,"(9, 1)",across,hiśie,10
3,player 3,"(6, 10)",across,pań,8
3,player 4,"(2, 11)",down,rżała,20
3,player 1,"(4, 9)",across,zgare,9
3,player 2,"(0, 13)",down,cwaneo,12
3,player 3,"(5, 14)",down,nonoa,12
3,player 4,"(9, 13)",down,amylu,20
3,player 1,"(8, 2)",down,bigil,11
3,player 2,"(10, 6)",down,jeoy,6
3,player 3,"(13, 5)",across,tynó,8
3,player 4,"(13, 10)",across,miau,4
3,player 2,"(0, 9)",across,maźic,13
3,player 3,"(5, 4)",across,wildz,6
3,player 4,"(2, 7)",across,haterka,9
3,player 1,"(2, 5)",down,dopią,10
3,player 2,"(11, 11)",across,czy,7
3,player 3,"(0, 9)",down,met,1
3,player 1,"(2, 8)",down,as,1
4,player 1,"(7, 7)",across,zeus,12
4,player 1,"(6, 10)",down,asanai,6
4,player 2,"(11, 6)",across,niewisko,60
4,player 3,"(9, 13)",down,chone,14
4,player 4,"(3, 11)",down,żena,18
4,player 1,"(10, 2)",across,melio,9
4,player 2,"(7, 3)",down,sadeł,13
4,player 3,"(7, 0)",across,częso,24
4,player 4,"(4, 8)",across,baźe,22
4,player 1,"(2, 4)",down,orańso,12
4,player 2,"(3, 2)",across,wyryło,13
4,player 3,"(6, 8)",down,gezwie,6
4,player 4,"(1, 9)",down,drwac,6
4,player 1,"(0, 7)",down,pupo,21
4,player 2,"(3, 0)",down,katacrez,59
4,player 3,"(8, 6)",down,peonij,7
4,player 4,"(13, 8)",across,roztle,7
4,player 1,"(1, 5)",across,ghu,6
4,player 2,"(1, 9)",across,dykcj,14
4,player 3,"(0, 2)",down,mątw,11
4,player 4,"(5, 0)",across,tó,5
4,player 1,"(5, 11)",across,nif,6
4,player 3,"(0, 1)",across,dmi,3
4,player 4,"(12, 6)",across,in,1
4,player 1,"(9, 0)",across,eś,5
4,player 3,"(9, 8)",across,wan,1
4,player 4,"(0, 10)",down,my,2
4,player 1,"(11, 11)",down,syt,2
5,player 1,"(7, 7)",across,żwacem,24
5,player 1,"(3, 10)",down,obszcin,11
5,player 2,"(3, 9)",across,rońie,24
5,player 3,"(0, 13)",down,ceresó,18
5,player 4,"(3, 7)",down,furażoe,12
5,player 1,"(4, 3)",across,schru,9
5,player 2,"(1, 7)",across,bazgane,10
5,player 3,"(6, 12)",down,ćmik,9
5,player 4,"(9, 6)",down,wionę,9
5,player 1,"(13, 5)",across,pędah,8
5,player 2,"(11, 3)",across,jugolkm,21
5,player 3,"(3, 3)",down,zsiał,8
5,player 4,"(8, 0)",across,jeoy,7
5,player 1,"(6, 0)",down,pajdy,21
5,player 2,"(6, 2)",across,łażą,8
5,player 3,"(9, 4)",down,skup,7
5,player 4,"(9, 4)",across,szwem,3
5,player 1,"(5, 9)",across,as,1
5,player 2,"(5, 7)",across,riasy,3
5,player 3,"(0, 8)",down,da,2
5,player 4,"(9, 10)",across,neko,2
5,player 1,"(9, 11)",down,eś,5
5,player 2,"(8, 13)",down,woź,10
5,player 3,"(11, 8)",down,kia,1
5,player 4,"(0, 8)",down,dan,1
5,player 2,"(0, 11)",down,aa,1
5,player 4,"(8, 2)",down,on,1
6,player 1,"(7, 7)",across,netai,12
6,player 1,"(8, 11)",across,woź,11
6,player 2,"(6, 11)",down,niweleą,12
6,player 3,"(11, 9)",across,kłeck,9
6,player 4,"(9, 6)",across,szrońe,10
6,player 1,"(3, 8)",down,jamse,7
6,player 2,"(0, 7)",down,dyra,18
6,player 3,"(3, 7)",across,ajrnów,18
6,player 4,"(11, 13)",down,kęs,12
6,player 1,"(0, 5)",across,fidz,7
6,player 2,"(5, 5)",across,iżbm,9
6,player 3,"(1, 10)",down,ninj,8
6,player 4,"(8, 3)",across,ośla,9
6,player 1,"(6, 3)",down,alopaami,62
6,player 2,"(13, 0)",across,huti,16
6,player 3,"(10, 2)",across,gabr,10
6,player 4,"(7, 0)",across,zwal,9
6,player 1,"(2, 5)",down,zidić,10
6,player 2,"(4, 0)",down,odczepis,60
6,player 3,"(1, 9)",across,gniłk,18
6,player 4,"(2, 3)",across,mezur,6
6,player 1,"(0, 1)",down,etycna,14
6,player 2,"(3, 1)",across,czy,7
6,player 3,"(0, 0)",across,her,12
6,player 4,"(12, 3)",across,mecy,5
6,player 1,"(1, 3)",down,omy,1
7,player 1,"(7, 7)",across,eś,12
7,player 1,"(6, 2)",across,opadow,8
7,player 2,"(3, 3)",down,hizpy,13
7,player 3,"(3, 5)",down,kładź,14
7,player 4,"(4, 2)",across,mięłby,17
7,player 1,"(7, 8)",down,śmią,8
7,player 2,"(0, 7)",down,lałoy,21
7,player 3,"(7, 0)",across,seny,9
7,player 4,"(0, 3)",across,wiraloy,7
7,player 1,"(10, 4)",across,hermą,10
7,player 2,"(8, 6)",down,gorzeć,12
7,player 3,"(13, 1)",across,ganiać,14
7,player 4,"(3, 7)",across,ozuwa,8
7,player 1,"(2, 10)",down,twój,15
7,player 2,"(12, 6)",across,edt,4
7,player 3,"(10, 2)",down,ińka,12
7,player 4,"(2, 10)",across,tafi,11
7,player 1,"(1, 13)",down,bisy,12
7,player 2,"(1, 1)",across,lżen,18
7,player 3,"(5, 0)",down,listew,7
7,player 4,"(9, 4)",down,chn,3
7,player 1,"(5, 8)",across,pajua,7
7,player 2,"(8, 8)",across,miodze,6
7,player 3,"(9, 8)",across,in,1
7,player 4,"(8, 13)",down,erc,3
7,player 1,"(1, 6)",across,aa,1
7,player 2,"(5, 9)",down,as,1
7,player 4,"(5, 12)",down,aj,3
8,player 1,"(7, 7)",across,klago,18
8,player 1,"(3, 11)",down,landow,11
8,player 2,"(4, 10)",across,cały,9
8,player 3,"(7, 7)",down,klaunó,12
8,player 4,"(11, 3)",across,macank,12
8,player 1,"(0, 13)",down,riasy,8
8,player 2,"(8, 11)",across,wżd,7
8,player 3,"(8, 4)",down,zakap,8
8,player 4,"(9, 3)",across,rajzai,6
8,player 1,"(2, 8)",down,geofil,11
8,player 2,"(6, 13)",down,nęda,7
8,player 3,"(0, 9)",across,wezyr,5
8,player 4,"(4, 3)",across,widnio,7
8,player 1,"(0, 3)",down,szałwa,13
8,player 2,"(1, 9)",across,eś,6
8,player 3,"(0, 3)",across,stemm,21
8,player 4,"(2, 2)",across,papu,9
8,player 1,"(2, 6)",down,gonie,3
8,player 2,"(9, 14)",down,jett,5
8,player 3,"(5, 0)",across,jeńa,11
8,player 4,"(5, 1)",down,echiy,8
8,player 1,"(0, 7)",down,mh,3
8,player 2,"(5, 14)",down,ny,3
8,player 3,"(8, 0)",across,bio,4
8,player 1,"(7, 9)",down,as,1
8,player 3,"(6, 5)",across,we,1
9,player 1,"(7, 7)",across,ratalą,24
9,player 1,"(2, 10)",down,hechja,14
9,player 2,"(2, 12)",down,zwodząa,8
9,player 3,"(3, 7)",down,unibr,8
9,player 4,"(4, 3)",across,różana,18
9,player 1,"(3, 3)",down,śryze,18
9,player 2,"(5, 0)",across,gińy,11
9,player 3,"(7, 0)",across,ismen,15
9,player 4,"(7, 1)",down,skleć,11
9,player 1,"(0, 1)",down,ceiowi,8
9,player 2,"(9, 0)",across,blantwi,9
9,player 3,"(0, 0)",across,icek,12
9,player 4,"(8, 6)",down,giemy,8
9,player 1,"(11, 3)",across,łuzm,13
9,player 2,"(1, 5)",down,hodż,6
9,player 3,"(3, 9)",across,cerwd,7
9,player 4,"(8, 13)",down,skipoy,18
9,player 1,"(10, 8)",across,włomoi,9
9,player 2,"(13, 8)",across,pylaty,9
9,player 3,"(9, 9)",down,złaźy,11
9,player 4,"(7, 4)",down,nitru,3
9,player 1,"(9, 11)",down,amf,16
9,player 3,"(7, 4)",down,nitruję,8
9,player 4,"(2, 4)",across,son,2
9,player 3,"(2, 1)",across,in,2
9,player 3,"(7, 8)",down,as,1
10,player 1,"(7, 7)",across,piewi,12
10,player 1,"(2, 11)",down,obluźi,24
10,player 2,"(2, 9)",across,kłoml,11
10,player 3,"(0, 13)",down,wolemi,12
10,player 4,"(7, 10)",down,wyłgaj,15
10,player 1,"(5, 6)",across,gęsieu,11
10,player 2,"(11, 9)",across,zażyt,20
10,player 3,"(2, 7)",down,rdzę,4
10,player 4,"(9, 13)",down,kąty,9
10,player 1,"(5, 14)",down,wjad,18
10,player 2,"(2, 9)",down,kici,3
10,player 3,"(3, 4)",across,derd,4
10,player 4,"(3, 4)",down,duć,12
10,player 1,"(4, 0)",across,ihrmu,7
10,player 2,"(2, 0)",down,lnis,4
10,player 3,"(9, 8)",across,śnła,7
10,player 4,"(2, 2)",down,her,7
10,player 1,"(0, 8)",across,topaów,9
10,player 2,"(11, 9)",down,zań,8
10,player 3,"(12, 6)",across,nabaj,5
10,player 4,"(0, 4)",down,nieduć,3
10,player 1,"(0, 0)",across,pacyn,21
10,player 2,"(8, 6)",down,szatne,6
10,player 3,"(10, 4)",across,wwa,3
10,player 4,"(8, 3)",across,foss,7
10,player 2,"(0, 1)",down,aa,2
10,player 3,"(1, 4)",across,in,1
11,player 1,"(7, 7)",across,eś,12
11,player 1,"(0, 7)",down,stawieie,74
11,player 2,"(1, 3)",across,poobtyaj,60
11,player 3,"(1, 3)",down,plut,13
11,player 4,"(3, 7)",across,weźij,19
11,player 1,"(3, 10)",down,iłowe,9
11,player 2,"(4, 3)",across,tą,10
11,player 3,"(7, 8)",down,świrah,7
11,player 4,"(9, 6)",across,dziargć,14
11,player 1,"(11, 7)",across,nadoła,14
11,player 2,"(5, 6)",across,peszoe,5
11,player 3,"(3, 1)",across,fiutk,10
11,player 4,"(6, 12)",down,ożyć,8
11,player 1,"(0, 1)",down,szaflac,16
11,player 2,"(6, 0)",across,uczyl,8
11,player 3,"(0, 0)",across,wsó,18
11,player 4,"(5, 5)",across,speszoe,1
11,player 1,"(6, 0)",down,ucie,12
11,player 2,"(6, 2)",down,zdebi,7
11,player 3,"(10, 1)",across,bing,10
11,player 4,"(9, 11)",down,gały,3
11,player 1,"(10, 1)",down,bema,8
11,player 2,"(7, 5)",across,nieśne,3
11,player 3,"(12, 1)",across,mh,6
11,player 4,"(8, 2)",across,emc,4
11,player 1,"(6, 12)",across,on,1
11,player 3,"(0, 5)",down,mork,3
11,player 4,"(5, 13)",down,on,1
11,player 1,"(7, 6)",down,ird,1
12,player 1,"(7, 7)",across,hileo,16
12,player 1,"(7, 11)",down,omłóć,28
12,player 2,"(4, 9)",down,bielc,7
12,player 3,"(5, 5)",across,utońie,14
12,player 4,"(0, 7)",down,katljo,24
12,player 1,"(1, 5)",down,czatu,6
12,player 2,"(7, 7)",down,hedey,6
12,player 3,"(10, 3)",across,hiśie,11
12,player 4,"(1, 1)",across,nocnc,10
12,player 1,"(8, 1)",across,najdźie,17
12,player 2,"(1, 2)",down,odpisz,9
12,player 3,"(3, 0)",across,wapu,11
12,player 4,"(3, 0)",down,wlaza,15
12,player 1,"(8, 1)",down,naskro,12
12,player 2,"(12, 1)",across,rang,6
12,player 3,"(10, 6)",down,imę,7
12,player 4,"(1, 7)",across,abwer,6
12,player 1,"(0, 11)",down,grożą,24
12,player 2,"(0, 0)",across,top,12
12,player 3,"(6, 2)",across,zip,3
12,player 4,"(11, 6)",across,mykw,3
12,player 1,"(10, 10)",across,rós,3
12,player 2,"(2, 11)",across,on,2
12,player 3,"(11, 8)",down,kie,2
12,player 4,"(8, 11)",across,my,2
12,player 1,"(9, 0)",across,aa,1
12,player 2,"(8, 4)",down,dmi,2
12,player 3,"(5, 0)",across,ars,1
12,player 4,"(9, 7)",across,do,1
12,player 2,"(13, 7)",across,we,1
12,player 4,"(12, 3)",down,ny,2
13,player 1,"(7, 7)",across,pot,10
13,player 1,"(7, 8)",down,obgada,10
13,player 2,"(10, 4)",across,zębiasym,67
13,player 3,"(12, 6)",across,płaczą,13
13,player 4,"(5, 11)",down,gnókom,12
13,player 1,"(7, 4)",down,knezowi,7
13,player 2,"(13, 1)",across,hopi,12
13,player 3,"(5, 5)",across,przynagi,57
13,player 4,"(2, 5)",down,zakpć,10
13,player 1,"(3, 3)",across,wiań,11
13,player 2,"(11, 3)",across,do,6
13,player 3,"(1, 10)",down,alimai,9
13,player 4,"(2, 10)",across,leje,8
13,player 1,"(7, 0)",across,wsiok,12
13,player 2,"(1, 13)",down,eee,4
13,player 3,"(0, 8)",down,dżinsy,10
13,player 4,"(4, 2)",down,rtci,5
13,player 1,"(0, 7)",across,edt,9
13,player 2,"(5, 0)",down,uowyi,7
13,player 3,"(8, 10)",across,skuy,6
13,player 4,"(7, 13)",down,wyraźm,14
