player_1_score,player_2_score,player_3_score,player_4_score
105,54,52,68
65,98,74,56
162,99,122,49
85,107,83,100
68,60,89,79
128,62,48,63
127,67,53,81
79,56,110,47
64,60,64,60
115,39,57,64
202,50,64,57
60,75,101,54
75,107,118,42
90,57,99,68
139,61,46,50
72,119,55,48
74,81,49,47
170,64,55,65
51,75,45,70
77,53,53,44
57,39,146,61
80,61,50,67
67,70,70,77
51,43,94,63
123,54,67,61
80,45,50,56
65,116,88,112
73,65,68,48
80,47,52,44
70,110,73,45
77,129,60,51
67,117,60,117
122,66,92,127
76,66,52,43
80,60,66,46
68,80,77,40
86,147,174,38
71,65,78,105
62,62,47,64
69,46,52,70
118,54,121,44
63,110,106,65
92,44,36,68
114,55,71,65
131,52,57,53
79,59,106,98
26,127,97,70
98,63,44,57
79,49,103,49
97,64,56,47
50,67,54,75
80,65,62,58
68,59,55,49
86,49,58,46
116,59,103,66
101,53,64,64
89,49,58,45
88,43,50,78
79,61,76,62
71,70,60,99
76,59,53,34
69,120,50,118
64,44,68,97
70,62,48,33
81,116,80,52
60,52,55,59
74,59,65,61
91,126,50,88
68,94,46,105
53,75,130,69
75,109,48,40
130,63,50,99
54,120,57,57
70,61,48,54
86,124,59,45
73,76,138,106
75,65,41,66
109,70,119,67
132,85,54,52
72,58,150,46
54,58,69,60
86,50,39,60
74,74,55,44
77,54,74,103
69,55,51,90
59,59,119,68
54,169,89,65
114,75,65,41
76,64,32,68
85,48,38,42
52,67,73,43
143,52,62,83
73,48,49,80
83,51,56,51
70,97,44,53
64,128,71,69
139,78,47,61
94,56,76,50
82,78,63,50
60,78,54,108
86,91,101,67
75,53,64,42
84,60,72,51
54,63,67,70
64,96,106,46
137,106,52,54
118,67,72,44
133,45,48,76
124,59,102,36
73,65,147,50
82,65,62,35
78,58,59,89
98,110,39,40
102,50,62,55
80,55,66,70
76,70,46,54
88,52,48,59
141,51,73,36
86,48,184,59
61,72,56,54
90,39,143,50
78,56,57,48
74,68,59,79
80,80,103,39
71,61,50,112
133,85,44,41
71,58,51,52
129,76,45,62
66,59,46,57
113,59,78,42
74,52,68,47
87,66,54,81
73,66,52,64
144,57,63,69
57,94,53,62
73,62,63,57
66,45,53,60
57,60,69,58
60,57,56,61
80,103,130,40
70,39,43,125
107,57,51,53
131,99,43,79
84,74,53,83
125,74,45,95
175,54,55,51
106,129,47,54
81,90,54,86
82,78,117,48
51,56,94,58
90,57,52,50
88,50,73,57
95,42,54,41
89,61,99,65
137,58,60,46
91,54,47,44
82,77,64,48
73,64,49,45
83,62,68,47
74,58,119,50
178,55,46,34
78,108,105,105
120,64,49,61
58,40,82,58
31,82,101,63
116,56,51,59
176,81,98,61
81,41,113,61
135,59,72,55
80,79,52,41
86,79,113,99
69,58,59,47
65,64,55,61
82,46,60,67
66,73,126,60
187,65,120,51
78,41,43,88
77,77,53,60
66,78,63,44
68,118,55,65
124,69,68,40
62,50,114,51
76,49,73,164
79,55,79,43
185,55,72,51
65,72,44,63
69,56,99,81
93,58,59,54
56,53,52,55
52,75,67,53
71,67,61,44
123,85,57,102
56,77,54,60
87,57,48,66
87,66,110,45
83,73,186,66
85,100,58,56
59,72,53,53
66,59,131,52
67,57,40,87
71,93,52,56
140,74,63,34
76,69,50,64
73,58,49,52
82,130,111,55
76,39,93,71
85,53,120,118
81,62,37,44
87,113,48,99
66,67,64,64
101,59,117,49
74,108,66,104
92,50,53,37
134,57,57,56
77,50,64,55
74,60,131,67
111,55,65,50
71,125,45,55
92,40,62,81
65,68,35,48
194,97,55,47
190,66,59,33
61,48,70,70
100,53,59,50
88,50,63,37
63,68,65,82
74,79,101,48
124,118,86,50
71,50,63,67
80,94,50,108
62,73,56,48
82,89,54,46
144,105,71,37
132,58,51,44
96,44,46,40
83,64,60,28
52,68,48,52
129,54,61,72
70,62,57,56
75,110,62,104
73,68,47,48
76,60,64,43
78,69,69,51
68,61,102,57
216,54,51,41
74,78,91,39
59,87,61,67
48,65,90,62
90,52,36,85
83,128,65,56
95,46,53,76
52,93,39,74
89,65,181,39
87,44,47,57
79,66,66,49
43,132,61,106
54,48,47,46
71,58,55,101
106,65,43,50
42,123,98,45
84,127,59,56
49,72,66,67
57,116,91,100
50,57,67,63
75,118,56,49
84,58,64,49
77,73,63,49
150,44,54,53
86,114,120,46
80,51,47,57
147,82,44,64
121,97,66,63
54,49,90,108
83,49,58,42
124,112,54,83
85,50,57,63
96,61,41,57
77,53,156,72
73,61,50,77
91,50,55,58
82,49,79,47
72,53,65,83
67,64,54,57
74,59,89,113
68,83,46,54
66,114,70,31
136,52,53,61
69,67,49,50
114,58,76,94
73,120,86,60
67,48,40,50
74,75,49,61
132,50,54,209
71,79,75,40
67,119,73,44
86,64,46,49
76,66,54,55
79,39,108,142
68,62,56,70
132,60,77,103
83,60,51,105
136,42,48,114
68,52,189,38
90,78,64,50
67,97,51,54
73,57,67,60
74,127,56,110
129,57,56,62
73,106,76,45
75,67,60,68
132,198,58,53
91,59,42,41
69,78,72,54
53,102,71,97
81,63,75,48
54,81,69,55
63,75,97,51
82,44,48,52
85,65,88,55
88,56,51,99
69,52,72,48
117,53,63,49
71,49,98,64
81,72,110,52
88,56,96,72
87,60,132,54
50,108,78,38
82,173,58,62
122,66,51,56
59,57,53,69
79,56,73,74
53,85,56,45
76,69,69,54
141,59,44,72
68,57,95,57
92,97,60,60
68,43,46,57
78,45,69,57
104,52,46,51
94,56,57,33
55,118,56,39
126,120,52,63
136,74,71,53
66,52,105,60
100,50,63,62
77,60,71,51
84,92,73,50
97,122,69,57
71,60,66,50
74,58,53,41
165,65,50,63
81,114,60,43
64,64,114,53
140,62,51,50
77,57,87,125
108,80,66,50
136,67,59,56
99,63,62,55
114,57,39,66
94,50,68,51
59,48,90,34
114,101,48,126
90,43,72,58
80,89,46,56
60,78,71,44
87,58,66,64
60,56,64,115
65,118,117,59
87,55,50,155
84,78,56,43
76,74,52,39
90,95,52,59
118,70,107,62
80,50,102,60
59,49,88,52
77,97,44,53
74,43,88,72
140,70,55,99
59,98,58,59
70,70,45,51
90,47,41,41
86,69,68,45
120,79,119,40
68,86,78,51
129,58,80,61
78,59,45,76
117,56,126,48
91,61,46,53
132,70,125,40
80,58,54,66
49,56,51,74
72,65,56,86
68,70,53,54
154,52,120,101
199,46,60,40
124,68,70,49
62,73,119,69
60,73,46,52
68,58,63,62
72,72,45,77
75,73,71,100
72,55,161,74
77,73,51,132
79,113,116,41
100,101,42,52
87,65,77,63
64,41,117,82
64,55,53,92
71,67,69,81
63,60,74,73
48,117,104,56
59,103,49,88
64,70,94,52
79,47,74,109
87,75,66,37
130,62,104,61
84,65,35,74
83,32,107,50
81,49,62,71
75,84,53,66
136,46,53,179
124,83,61,97
63,66,61,74
67,52,48,141
78,99,49,55
84,74,50,49
93,69,42,49
51,62,158,79
78,75,110,73
75,72,55,49
80,114,47,42
64,65,52,54
138,59,57,39
40,71,53,200
66,116,74,75
80,57,65,46
70,134,78,64
88,69,70,89
77,102,115,46
84,99,72,46
87,120,61,61
73,72,60,67
67,40,60,78
98,67,70,75
84,110,39,64
120,65,54,69
75,48,59,58
172,64,68,81
72,71,70,60
55,83,57,40
95,67,70,56
83,100,60,80
132,43,62,119
47,72,54,60
68,53,69,51
109,48,52,51
58,50,155,69
87,128,54,54
132,75,37,46
88,61,60,55
123,60,57,45
74,53,48,55
70,72,72,69
68,141,53,54
62,74,76,57
63,40,95,47
77,73,119,60
136,101,68,49
85,117,55,64
77,129,57,47
77,49,53,64
80,72,52,37
101,51,62,42
140,54,55,78
105,50,48,44
62,54,83,78
86,122,64,67
93,53,90,56
66,72,52,77
180,63,61,41
69,71,157,67
144,91,65,61
120,62,31,67
84,78,36,53
58,123,43,54
64,52,69,33
130,146,77,52
56,72,56,80
76,76,69,51
74,59,49,66
98,48,67,104
81,43,86,49
67,73,57,47
75,53,56,43
117,63,54,92
68,68,44,55
72,57,76,107
123,53,72,68
90,64,108,111
91,68,97,87
67,38,69,80
77,68,70,109
64,48,99,63
110,53,57,69
83,69,65,101
161,54,64,61
72,94,47,69
75,87,51,58
66,52,72,113
123,61,123,64
72,85,50,58
61,109,108,81
103,40,52,51
147,67,54,38
94,48,48,154
102,51,52,52
85,44,62,59
85,35,69,113
72,133,95,38
61,83,47,100
107,53,51,61
74,60,117,69
61,81,75,60
80,46,51,73
115,70,53,115
62,66,75,67
91,49,62,47
71,138,43,52
73,115,49,41
72,74,85,62
164,60,49,67
94,44,59,54
103,61,220,96
77,141,48,59
149,60,70,49
122,78,72,61
75,45,68,66
39,42,69,54
65,62,106,66
138,56,50,50
87,73,35,36
86,73,55,52
95,63,51,81
80,57,102,73
51,59,77,108
150,64,68,36
170,73,56,31
73,55,54,71
84,40,60,48
97,56,50,58
123,51,56,43
37,79,69,97
67,83,65,54
116,41,57,53
87,49,62,63
87,84,47,63
71,46,68,100
70,75,39,53
78,63,46,77
79,57,98,28
71,49,84,57
90,95,109,49
122,61,43,47
141,42,53,42
122,53,100,55
72,114,57,68
121,64,52,77
67,65,124,62
89,67,57,47
98,107,46,106
129,66,57,49
131,74,104,39
64,61,92,58
64,68,59,41
122,68,59,62
72,148,64,47
71,71,63,55
