game_number,player,start_pos,direction,word,score
0,player 1,"(6, 8)",down,on,2
0,player 1,"(4, 8)",down,wioną,7
0,player 2,"(7, 6)",across,menzl,12
0,player 3,"(4, 5)",across,zakwac,9
0,player 4,"(0, 6)",down,bzyga,9
0,player 1,"(4, 8)",down,wionącm,4
0,player 2,"(0, 6)",across,busu,21
0,player 3,"(2, 2)",across,marnyi,8
0,player 4,"(10, 8)",across,międlę,20
0,player 1,"(10, 12)",down,lot,5
0,player 2,"(0, 3)",down,spahe,13
0,player 3,"(0, 0)",across,kirs,12
0,player 4,"(0, 0)",down,kostecka,74
0,player 1,"(10, 9)",down,iła,4
0,player 2,"(6, 6)",down,imhfy,11
0,player 3,"(1, 9)",across,zlewi,12
0,player 4,"(10, 3)",across,boży,10
0,player 1,"(10, 4)",down,opy,4
0,player 2,"(12, 0)",across,iguay,11
0,player 3,"(1, 12)",down,wózkoa,15
0,player 4,"(3, 11)",across,łza,10
0,player 1,"(10, 12)",down,lott,2
0,player 2,"(8, 1)",down,nadźgć,34
0,player 3,"(13, 10)",across,jote,10
0,player 4,"(6, 3)",across,drwi,4
0,player 1,"(12, 3)",down,aj,3
0,player 2,"(4, 2)",down,we,2
0,player 3,"(8, 1)",across,neni,3
0,player 4,"(6, 11)",across,pan,3
0,player 1,"(6, 13)",down,ny,2
0,player 1,"(3, 9)",down,da,2
1,player 1,"(7, 7)",across,wymóg,26
1,player 1,"(4, 7)",down,zezwłku,11
1,player 2,"(4, 1)",across,helikaz,11
1,player 3,"(0, 3)",down,modyle,12
1,player 4,"(7, 11)",down,goląa,11
1,player 1,"(0, 3)",across,marysi,18
1,player 2,"(1, 0)",across,hyro,12
1,player 3,"(11, 12)",down,ażi,12
1,player 4,"(7, 9)",down,mod,3
1,player 1,"(0, 0)",down,chn,9
1,player 2,"(13, 10)",across,alij,12
1,player 3,"(14, 7)",across,wiej,18
1,player 4,"(3, 10)",down,biosó,7
1,player 1,"(10, 2)",across,stentu,8
1,player 2,"(8, 2)",down,nosić,15
1,player 3,"(3, 8)",across,zębc,12
1,player 4,"(10, 6)",down,tase,3
1,player 1,"(7, 0)",across,dźwęk,42
1,player 2,"(5, 9)",across,gopiu,9
1,player 3,"(1, 8)",across,naftam,24
1,player 4,"(7, 9)",down,modzie,3
1,player 1,"(7, 4)",down,krzepł,7
1,player 4,"(6, 4)",down,okrzepła,2
1,player 1,"(0, 12)",down,wan,3
1,player 4,"(0, 10)",down,pf,2
1,player 1,"(2, 3)",across,da,0
1,player 2,"(2, 3)",across,dań,7
2,player 1,"(7, 7)",across,ucapeń,32
2,player 1,"(6, 11)",down,lewizy,11
2,player 2,"(10, 7)",across,dewizy,8
2,player 3,"(10, 10)",down,inny,2
2,player 4,"(3, 9)",down,giczal,9
2,player 1,"(13, 9)",across,bytom,16
2,player 2,"(4, 8)",across,hiśie,14
2,player 3,"(11, 13)",down,dom,3
2,player 4,"(7, 14)",down,stoża,30
2,player 1,"(11, 1)",across,zapiała,64
2,player 2,"(8, 4)",down,eoniu,7
2,player 3,"(11, 1)",down,ził,8
2,player 4,"(7, 2)",down,finka,9
2,player 1,"(7, 0)",across,agfe,15
2,player 2,"(6, 0)",down,raho,5
2,player 3,"(9, 8)",down,we,1
2,player 4,"(1, 11)",down,mówi,10
2,player 1,"(6, 7)",down,duć,8
2,player 2,"(1, 8)",across,spamai,12
2,player 4,"(13, 0)",across,słę,6
2,player 1,"(0, 5)",across,jeja,24
2,player 2,"(0, 13)",down,silą,8
2,player 3,"(0, 6)",down,etk,4
2,player 4,"(12, 7)",across,ny,3
2,player 1,"(9, 2)",across,niob,4
2,player 2,"(10, 7)",down,dane,1
2,player 4,"(9, 2)",across,nioby,2
3,player 1,"(7, 7)",across,gehen,18
3,player 1,"(4, 10)",down,kazemtę,16
3,player 2,"(7, 11)",down,ny,2
3,player 3,"(5, 9)",across,maźie,13
3,player 4,"(0, 13)",down,ślazie,18
3,player 1,"(3, 11)",across,tmz,8
3,player 2,"(7, 8)",down,erb,4
3,player 3,"(10, 9)",across,pęt,4
3,player 4,"(1, 11)",down,out,4
3,player 1,"(10, 11)",down,tips,6
3,player 2,"(5, 12)",down,in,1
3,player 3,"(2, 7)",across,cheru,7
3,player 4,"(0, 7)",down,locu,18
3,player 1,"(12, 9)",across,łyp,5
3,player 2,"(5, 7)",down,zyg,3
3,player 3,"(6, 1)",across,korakny,8
3,player 4,"(4, 1)",down,zakasz,5
3,player 1,"(7, 0)",across,dan,9
3,player 2,"(6, 4)",down,ażi,6
3,player 3,"(1, 4)",across,folo,8
3,player 4,"(4, 0)",across,szcaw,6
3,player 1,"(9, 1)",across,zeń,8
3,player 2,"(9, 2)",down,erc,3
3,player 3,"(11, 2)",across,cło,10
3,player 4,"(0, 0)",down,wąsis,24
3,player 1,"(2, 0)",across,seny,5
3,player 2,"(11, 3)",down,ład,3
3,player 3,"(13, 1)",across,wód,12
3,player 4,"(0, 0)",across,weka,4
3,player 1,"(3, 4)",down,iw,1
3,player 2,"(1, 9)",down,gej,6
3,player 3,"(10, 4)",across,do,5
3,player 4,"(0, 12)",across,eś,1
3,player 1,"(12, 1)",down,iw,1
3,player 2,"(8, 0)",across,as,1
3,player 3,"(3, 4)",across,iw,1
4,player 1,"(5, 8)",down,yer,4
4,player 1,"(3, 7)",down,son,3
4,player 2,"(7, 6)",across,piranu,16
4,player 3,"(6, 11)",down,muzeam,11
4,player 4,"(7, 6)",down,płóże,14
4,player 1,"(7, 9)",down,afty,9
4,player 2,"(11, 3)",across,hileo,13
4,player 3,"(3, 2)",across,naczos,8
4,player 4,"(2, 2)",down,undyo,11
4,player 1,"(11, 4)",down,imę,7
4,player 2,"(5, 1)",across,wygią,10
4,player 3,"(10, 8)",across,wydać,11
4,player 4,"(0, 7)",down,takson,15
4,player 1,"(11, 7)",down,on,1
4,player 2,"(2, 12)",down,pelty,11
4,player 3,"(3, 9)",across,iśce,12
4,player 4,"(1, 5)",across,źgań,19
4,player 1,"(7, 3)",down,oazah,4
4,player 2,"(9, 5)",across,bór,4
4,player 3,"(13, 0)",across,szelęna,10
4,player 4,"(14, 6)",across,awizi,15
4,player 1,"(9, 1)",down,silez,5
4,player 2,"(8, 2)",across,bad,5
4,player 3,"(6, 0)",down,arka,15
4,player 1,"(10, 1)",across,iła,3
4,player 2,"(2, 1)",across,ku,2
4,player 3,"(0, 0)",down,bio,6
4,player 2,"(3, 9)",down,iw,1
4,player 3,"(2, 10)",down,eś,1
5,player 1,"(7, 7)",across,ninj,12
5,player 1,"(2, 8)",down,rosłyi,8
5,player 2,"(3, 8)",across,odeśl,18
5,player 3,"(0, 12)",down,szaló,9
5,player 4,"(7, 10)",down,jotoy,5
5,player 1,"(1, 10)",across,kozi,8
5,player 2,"(11, 6)",across,dłużym,19
5,player 3,"(3, 10)",down,efk,12
5,player 4,"(11, 6)",down,do,1
5,player 1,"(2, 3)",across,darzbr,8
5,player 2,"(0, 5)",down,parać,10
5,player 3,"(0, 3)",across,zapice,18
5,player 4,"(10, 8)",down,sur,2
5,player 1,"(4, 3)",across,pać,4
5,player 2,"(4, 3)",down,pań,8
5,player 3,"(8, 3)",across,kahiy,9
5,player 4,"(11, 6)",down,dom,2
5,player 1,"(8, 3)",down,kete,6
5,player 2,"(10, 1)",across,pytą,14
5,player 3,"(13, 5)",across,tmz,3
5,player 4,"(11, 11)",down,mim,3
5,player 1,"(10, 1)",down,peci,8
5,player 2,"(12, 0)",across,och,7
5,player 3,"(5, 0)",across,alwa,4
5,player 4,"(8, 6)",down,in,1
5,player 1,"(4, 0)",down,galutw,33
5,player 2,"(12, 11)",across,in,2
5,player 3,"(7, 0)",across,uz,1
5,player 4,"(9, 10)",across,terb,5
5,player 1,"(7, 4)",down,da,2
5,player 4,"(8, 12)",down,erę,6
6,player 1,"(7, 7)",across,wtopż,22
6,player 1,"(2, 7)",down,azydowe,8
6,player 2,"(7, 10)",down,paróo,13
6,player 3,"(4, 9)",down,nucoa,7
6,player 4,"(2, 6)",across,harir,6
6,player 1,"(1, 1)",across,pensjm,20
6,player 2,"(11, 9)",across,holm,11
6,player 3,"(9, 12)",down,tam,3
6,player 4,"(1, 2)",down,eś,10
6,player 1,"(1, 4)",down,słodź,17
6,player 2,"(8, 2)",across,błonie,9
6,player 3,"(9, 12)",down,tamo,0
6,player 4,"(7, 3)",down,złaze,6
6,player 1,"(10, 3)",across,ziarnk,7
6,player 2,"(4, 9)",across,nursa,9
6,player 3,"(10, 7)",down,nif,6
6,player 4,"(1, 13)",down,sedane,12
6,player 1,"(3, 11)",down,trawż,8
6,player 2,"(4, 0)",across,koledz,7
6,player 3,"(10, 5)",down,aj,3
6,player 4,"(9, 10)",across,ryty,4
6,player 1,"(4, 0)",down,kaikem,21
6,player 2,"(11, 2)",down,wpę,10
6,player 3,"(7, 5)",down,in,1
6,player 4,"(13, 1)",across,gęgaw,14
6,player 1,"(12, 6)",across,efi,2
6,player 2,"(9, 0)",across,my,2
6,player 3,"(4, 2)",down,lyc,4
6,player 2,"(0, 3)",down,in,1
7,player 1,"(7, 7)",across,oku,12
7,player 1,"(3, 8)",down,sobóki,11
7,player 2,"(7, 5)",across,szoku,2
7,player 3,"(4, 6)",across,okomże,16
7,player 4,"(5, 5)",down,dosyciła,62
7,player 1,"(1, 11)",down,leće,21
7,player 2,"(12, 5)",across,aa,1
7,player 3,"(10, 2)",across,dłaicy,11
7,player 4,"(1, 9)",across,pallo,12
7,player 1,"(8, 1)",across,fajiy,10
7,player 2,"(12, 6)",down,as,1
7,player 3,"(6, 1)",down,hifi,5
7,player 4,"(3, 3)",down,taniej,10
7,player 1,"(4, 1)",across,brań,18
7,player 2,"(10, 3)",down,łyp,8
7,player 3,"(1, 13)",down,owręa,8
7,player 1,"(6, 7)",across,dómy,6
7,player 2,"(1, 6)",down,wazo,3
7,player 3,"(1, 5)",across,rwą,6
7,player 4,"(5, 14)",down,aklin,18
7,player 1,"(1, 1)",down,pomb,8
7,player 2,"(13, 6)",across,sośie,8
7,player 3,"(0, 7)",down,tą,6
7,player 4,"(10, 10)",down,juge,12
7,player 1,"(11, 8)",across,wzuc,8
7,player 3,"(1, 1)",across,pan,2
7,player 4,"(12, 0)",across,rzep,4
7,player 3,"(0, 2)",down,wan,3
7,player 4,"(2, 0)",across,son,1
7,player 3,"(9, 7)",down,ny,1
8,player 1,"(6, 8)",down,ny,3
8,player 1,"(4, 9)",down,czy,5
8,player 2,"(4, 7)",down,plamkó,28
8,player 3,"(5, 9)",across,zaźgć,16
8,player 4,"(2, 12)",down,szogi,5
8,player 1,"(2, 9)",down,kiczy,3
8,player 2,"(3, 11)",across,łza,10
8,player 3,"(2, 6)",across,zośk,7
8,player 4,"(8, 3)",across,bułek,10
8,player 1,"(8, 4)",down,usily,7
8,player 2,"(11, 0)",across,winklw,10
8,player 3,"(7, 0)",down,ptacw,21
8,player 4,"(5, 3)",across,gazel,6
8,player 1,"(9, 2)",down,żeni,8
8,player 2,"(2, 4)",down,jeja,10
8,player 3,"(7, 0)",across,pf,5
8,player 4,"(3, 3)",across,geg,12
8,player 1,"(5, 5)",down,zbił,4
8,player 2,"(4, 1)",down,limfą,10
8,player 3,"(0, 7)",down,odo,9
