player_1_score,player_2_score,player_3_score,player_4_score
54,122,90,67
50,118,84,62
91,81,64,38
64,62,65,55
91,57,79,48
81,78,55,54
61,71,50,78
131,61,62,55
76,61,123,63
83,103,53,100
72,71,43,120
122,85,47,51
91,86,74,43
116,48,54,52
43,89,110,49
92,49,51,67
84,51,49,105
75,122,97,39
72,48,77,55
109,43,94,96
88,75,57,84
68,60,56,83
124,103,53,100
90,64,60,47
136,70,37,42
174,86,41,43
137,41,67,53
92,60,112,34
72,120,105,64
69,68,47,63
86,56,74,110
81,67,50,59
68,54,58,43
63,87,66,63
87,96,64,75
134,51,61,58
87,51,54,156
74,42,67,64
118,73,80,39
97,128,94,46
26,73,69,61
78,51,77,103
79,47,44,55
70,64,60,62
146,62,64,49
65,73,60,120
72,53,170,66
60,49,54,55
196,60,45,72
78,72,55,59
67,76,58,66
136,63,41,57
79,162,71,57
75,67,57,90
84,102,51,54
69,60,60,53
52,68,50,61
129,55,99,119
70,87,49,44
86,72,48,102
191,29,65,90
136,48,58,66
136,114,61,46
86,63,43,54
75,100,49,103
