player_1_score,player_2_score,player_3_score,player_4_score
123,70,103,42
80,82,110,43
104,53,69,47
103,80,60,50
69,56,92,69
53,100,60,49
63,74,65,57
74,50,73,40
80,57,58,57
136,57,35,57
76,112,43,56
132,54,67,43
83,54,36,68
61,87,71,46
119,62,65,62
86,60,41,54
117,69,59,40
118,96,66,70
70,51,47,59
70,62,66,54
72,74,42,38
100,55,52,60
114,76,53,49
65,169,87,50
76,49,46,42
60,80,117,59
76,57,56,76
68,54,53,63
137,53,82,46
78,109,45,57
65,68,42,46
71,78,52,47
118,71,42,43
75,58,66,52
125,137,49,57
77,89,53,43
126,113,61,70
76,77,70,103
69,103,91,53
71,50,61,69
69,114,56,40
92,132,34,100
134,65,94,38
88,55,94,45
118,50,44,44
86,55,59,26
93,46,77,97
78,84,51,54
76,58,55,45
88,75,64,41
69,51,66,72
124,55,98,46
87,54,57,54
150,105,62,44
109,53,44,63
82,105,106,50
120,109,51,31
50,64,66,76
122,49,55,35
77,63,47,48
111,52,52,51
63,40,46,116
76,51,63,48
85,70,94,34
80,156,69,54
117,63,62,46
63,105,76,46
135,70,47,50
153,66,45,36
97,131,85,46
74,50,46,55
81,88,85,122
58,110,76,52
103,63,60,43
94,57,51,96
124,116,78,48
171,59,60,40
66,56,76,83
71,108,175,50
96,46,39,116
50,52,54,75
58,93,59,97
77,66,40,58
84,48,41,117
135,111,68,34
54,128,49,93
84,68,84,100
90,84,43,60
134,64,49,61
71,47,133,38
59,61,74,54
129,116,105,47
62,54,64,47
137,120,58,38
64,72,58,102
92,106,36,45
99,44,80,39
44,77,45,143
68,58,53,92
100,63,49,94
89,55,111,45
98,110,68,49
127,64,68,45
147,53,56,42
73,90,48,49
143,61,97,53
77,48,89,52
77,127,48,50
56,95,71,97
85,99,58,54
82,54,71,44
71,53,117,37
135,73,42,50
117,59,59,39
103,154,58,51
89,103,59,95
120,114,61,47
68,40,80,70
65,60,130,55
79,51,103,52
66,64,94,113
73,76,39,54
63,56,78,47
88,61,61,61
78,44,43,81
74,77,49,58
91,44,121,62
83,75,59,32
143,66,51,47
80,62,113,55
82,47,57,103
76,85,39,35
138,46,52,40
89,59,41,54
82,82,50,64
96,45,65,97
90,63,58,44
75,79,109,93
97,44,65,44
78,63,66,59
164,39,57,48
69,75,65,69
97,54,60,39
108,63,52,93
85,65,70,50
95,57,151,59
84,39,81,63
66,54,121,58
113,54,47,44
72,66,64,30
73,44,60,47
82,99,63,54
167,53,83,33
67,58,63,71
92,62,53,105
75,106,48,78
187,61,42,57
128,62,61,54
80,60,51,60
72,148,72,46
87,54,61,160
59,65,64,60
93,108,48,53
161,66,71,48
72,55,89,67
149,64,57,66
84,67,92,42
84,36,104,56
80,128,54,109
91,65,47,40
95,63,54,55
77,52,65,44
210,51,55,44
63,74,109,55
125,59,50,40
71,57,46,49
63,59,182,48
113,49,46,40
73,69,70,42
83,52,57,53
127,51,49,53
82,61,45,103
66,69,123,53
112,82,62,41
143,54,113,45
58,50,80,44
139,64,88,41
94,55,81,54
121,50,103,47
127,56,95,51
76,68,55,64
79,66,125,46
116,39,69,75
142,59,47,38
105,79,64,38
91,74,51,37
190,68,58,48
64,118,69,41
140,51,55,51
147,64,161,46
83,74,40,43
80,52,71,55
86,75,40,48
138,39,49,44
126,110,115,55
125,71,61,54
66,64,42,51
76,117,63,36
77,59,103,51
98,49,70,96
82,53,64,59
68,113,63,71
83,98,64,95
141,83,55,53
89,49,44,76
107,53,82,57
77,63,76,110
90,52,69,90
72,44,84,53
76,102,50,45
84,54,56,46
112,83,47,56
154,53,64,37
80,106,84,109
66,121,60,50
97,44,154,62
71,63,67,43
62,62,75,114
90,67,63,54
85,53,117,89
59,59,65,57
59,106,50,87
90,48,60,68
72,57,143,53
70,65,70,67
79,80,57,35
82,56,53,23
78,96,54,42
72,42,143,41
147,49,44,97
71,62,73,58
117,48,102,121
95,96,105,73
75,59,41,48
141,50,52,45
70,109,77,39
122,46,96,58
66,63,224,110
133,44,36,49
98,96,44,59
79,52,61,42
127,78,52,33
132,76,42,66
81,50,48,44
103,52,137,56
70,64,80,72
73,52,66,148
124,61,57,48
113,49,105,77
64,39,130,38
129,48,53,55
106,147,57,41
99,76,99,98
90,65,50,45
67,41,47,108
74,68,53,55
76,55,61,39
83,116,37,65
70,52,57,40
179,80,44,61
86,149,63,62
71,121,60,51
80,49,42,58
123,53,56,44
73,68,49,66
69,50,42,40
81,65,112,50
71,61,60,71
78,83,55,90
66,90,47,56
136,42,60,61
67,102,76,51
36,123,69,55
67,48,48,55
85,56,35,68
79,74,47,47
75,53,69,50
102,113,53,60
99,80,45,49
124,50,56,52
145,143,68,50
81,66,55,31
117,43,52,58
125,49,96,46
84,74,54,93
75,65,99,42
74,65,43,42
62,115,53,94
121,66,62,53
65,106,75,53
38,170,51,60
104,67,56,43
63,96,86,70
67,58,46,58
98,93,73,47
115,170,47,42
89,57,56,52
73,73,37,60
96,60,50,49
58,32,55,62
152,52,42,52
88,61,79,55
81,66,63,84
179,65,38,157
78,107,61,44
69,57,53,60
73,49,58,51
89,63,59,61
79,56,53,56
62,135,84,39
178,64,42,102
84,77,104,57
87,63,57,55
66,58,41,42
121,75,60,41
75,87,59,56
82,37,54,40
126,52,45,59
97,48,55,55
154,55,122,40
91,63,64,50
54,113,54,101
70,57,49,76
188,45,78,51
78,156,57,57
135,64,54,35
87,119,76,42
89,45,60,46
125,64,43,31
155,91,54,26
137,86,46,46
133,62,76,60
186,162,62,23
86,53,59,103
70,53,40,58
78,121,49,45
109,38,45,52
84,62,50,48
72,78,58,44
84,135,58,41
95,51,61,34
86,58,93,48
79,66,53,33
108,134,60,51
87,37,112,52
136,57,49,50
138,57,62,49
123,57,72,135
75,52,68,96
74,62,89,62
131,65,56,49
80,50,38,64
173,54,53,56
69,67,47,45
75,51,95,75
123,62,107,49
213,52,47,43
148,64,104,53
78,57,58,53
134,68,77,54
60,45,95,43
171,77,47,44
84,63,63,55
86,99,86,49
78,46,69,68
72,63,52,77
172,65,91,48
106,147,42,93
109,125,58,103
88,96,74,39
89,62,53,48
57,69,53,57
87,70,77,44
75,42,65,54
107,71,60,86
102,76,101,54
85,50,64,111
60,155,66,43
70,78,79,32
110,50,62,35
91,60,72,38
82,53,63,51
83,40,124,39
118,67,55,67
134,81,48,73
54,110,66,44
85,74,45,40
141,51,67,45
202,65,63,39
112,34,50,82
138,53,121,45
127,65,53,54
133,62,50,52
67,63,64,64
141,59,55,28
76,46,57,36
126,61,57,60
88,69,58,38
143,62,80,39
71,140,60,67
79,78,68,101
62,48,113,66
90,58,54,57
75,49,67,44
180,66,69,63
77,69,34,65
142,83,65,40
139,68,47,39
81,46,72,37
84,55,43,65
201,84,52,98
101,51,65,56
92,72,59,44
87,74,69,33
80,72,76,112
82,58,49,98
66,111,57,45
76,56,62,62
61,44,60,79
128,68,32,58
79,114,35,57
79,101,100,55
75,183,47,52
121,58,59,53
112,103,59,97
128,53,71,43
57,57,48,111
80,46,47,65
108,64,77,54
113,72,58,64
57,97,78,44
73,116,83,137
102,70,65,36
80,106,78,93
75,141,44,51
73,165,53,65
79,69,54,59
111,51,56,54
221,50,44,35
79,50,52,46
96,64,83,42
136,43,70,37
78,99,45,55
72,47,83,45
91,60,116,43
90,57,99,38
88,51,64,66
64,78,109,70
92,138,66,53
87,112,60,47
199,77,53,47
169,48,71,36
128,64,91,57
71,121,76,56
150,83,48,44
87,114,74,43
62,57,72,88
56,78,102,62
73,61,102,112
72,55,63,34
105,58,104,60
76,107,43,50
70,53,59,68
91,62,79,43
72,53,94,50
77,79,110,60
128,49,124,53
159,47,42,96
94,34,53,70
82,183,61,41
117,147,60,91
71,121,68,39
81,68,61,50
182,49,45,32
79,66,67,49
126,53,58,75
101,73,47,58
67,69,66,52
116,52,42,51
71,133,67,57
89,75,57,62
72,55,42,71
99,53,60,107
92,53,55,60
127,118,92,43
144,40,61,59
166,56,65,42
74,91,56,47
88,61,53,47
47,81,66,63
85,58,97,43
95,49,61,50
92,49,60,46
76,38,70,34
93,62,59,67
127,83,48,53
72,105,78,38
62,65,46,62
84,55,56,43
97,65,42,47
65,104,61,47
87,100,67,45
71,144,44,42
69,82,36,55
75,58,79,40
56,56,58,58
113,110,133,55
64,40,58,46
53,73,52,44
77,57,69,44
41,70,50,68
74,45,49,54
63,51,70,45
72,54,119,49
83,61,48,69
86,61,55,68
78,85,99,49
64,41,63,58
72,65,63,70
80,121,43,78
130,60,116,57
71,57,43,56
69,49,73,53
75,52,63,59
89,57,57,44
79,60,121,40
64,51,85,49
61,76,70,44
77,58,98,79
90,69,74,92
85,60,35,53
71,68,88,63
94,55,126,41
103,110,110,60
77,123,50,56
85,67,57,68
174,61,69,52
60,80,52,46
76,69,60,45
129,73,62,58
121,40,72,90
88,54,49,36
46,184,48,46
66,76,42,54
125,129,61,44
132,56,51,64
84,51,42,129
53,85,54,65
72,101,41,67
101,121,49,54
95,88,55,51
117,60,75,51
98,52,57,54
78,54,37,58
90,65,46,48
77,130,68,47
68,74,66,60
111,56,51,57
144,66,58,33
107,54,81,57
121,36,49,52
60,68,43,65
102,58,52,63
99,57,60,44
65,76,60,76
53,155,56,73
78,40,49,49
65,47,81,60
84,65,69,41
71,70,48,56
143,63,71,45
71,59,57,52
88,79,55,43
69,60,57,61
86,73,51,34
132,57,61,61
175,66,64,64
65,60,104,87
71,60,51,77
86,103,50,70
158,34,90,46
64,49,65,47
64,62,161,49
142,119,43,43
77,76,71,38
97,54,168,59
68,80,119,52
63,46,61,48
169,58,84,45
96,61,113,40
93,42,57,58
72,154,47,68
105,55,65,57
115,46,68,99
75,100,89,48
71,111,83,58
133,44,44,34
152,126,64,43
74,67,43,90
133,43,87,62
89,63,48,40
54,77,67,63
98,82,56,57
89,103,77,54
110,73,65,46
84,65,44,38
74,53,50,56
58,107,40,57
112,47,42,65
112,46,60,94
91,55,54,47
76,59,55,57
58,56,118,51
139,42,98,83
86,49,53,59
67,72,59,59
144,66,45,57
56,67,52,77
100,57,50,58
76,47,69,50
125,49,74,69
82,44,36,56
83,65,154,52
48,104,114,50
71,69,56,102
69,89,49,41
123,108,54,48
104,44,54,104
75,58,87,49
65,63,52,45
69,65,50,66
60,146,42,50
80,62,107,55
98,48,73,49
131,74,118,99
75,85,57,93
80,123,118,34
76,49,117,62
67,94,46,39
125,66,58,54
105,72,31,47
65,70,53,115
91,48,48,79
91,54,56,41
78,58,46,55
72,60,61,40
96,77,57,60
88,42,67,40
134,100,75,58
117,73,55,69
82,49,67,40
79,63,63,58
161,57,34,97
62,89,72,56
86,63,60,35
101,71,67,96
145,60,60,48
78,49,88,50
89,112,141,63
70,107,70,54
101,61,58,41
76,68,111,66
104,47,117,44
140,118,114,52
70,71,112,54
75,61,58,57
49,96,49,104
128,58,67,51
59,72,81,32
97,43,102,49
79,61,54,57
74,55,72,58
75,101,78,94
131,62,56,41
94,74,60,50
74,67,49,76
180,71,39,49
76,64,29,68
94,54,50,43
90,92,51,50
127,48,56,44
75,65,52,53
78,56,72,58
67,44,61,67
88,67,93,52
108,40,53,44
100,56,57,48
61,58,121,50
83,83,66,43
122,81,61,43
79,69,57,62
103,49,74,44
149,45,121,70
61,71,58,100
83,69,54,54
71,105,176,132
87,76,59,106
82,56,52,39
84,52,60,66
195,64,41,41
80,89,88,37
90,119,108,53
146,59,65,29
59,65,108,40
93,42,52,95
121,64,85,51
103,80,70,48
147,59,88,58
56,58,61,60
99,61,45,46
67,69,89,110
93,152,59,48
103,105,56,39
60,62,92,58
125,115,102,92
116,75,45,35
68,64,86,56
73,84,106,51
72,51,61,41
124,94,59,72
70,64,78,48
112,94,127,33
59,70,97,51
79,60,68,41
190,61,49,46
74,112,51,62
186,44,80,79
79,39,44,66
71,81,46,59
79,68,112,60
92,72,67,42
79,68,50,40
142,58,42,109
80,65,44,87
206,63,63,52
63,83,97,58
81,53,86,48
95,69,118,40
155,112,110,35
72,54,71,47
115,76,94,51
116,80,56,38
86,74,49,64
126,48,43,63
84,54,65,56
77,65,54,53
81,58,95,54
71,93,49,58
86,82,69,35
91,51,59,55
91,125,54,120
73,60,65,34
68,91,113,92
79,59,90,52
89,65,65,50
80,60,65,102
70,86,57,39
129,49,82,46
66,55,72,51
129,51,54,54
150,42,55,36
179,66,66,41
90,46,75,44
120,68,98,58
84,66,121,40
107,54,54,48
64,74,61,46
108,53,107,50
72,65,108,47
89,52,160,46
60,42,71,63
104,55,46,41
83,100,137,77
73,47,59,58
62,56,67,46
82,83,62,57
88,107,144,49
67,65,53,55
68,113,76,33
146,52,93,59
71,61,48,44
107,64,83,34
59,63,151,98
86,58,69,115
59,103,104,64
147,52,60,48
79,41,64,90
63,81,77,49
76,62,44,55
65,54,68,53
58,128,83,53
79,65,52,50
65,72,99,46
105,50,42,53
135,81,47,63
79,44,74,43
71,52,67,52
129,78,62,53
85,71,91,39
75,58,49,62
68,53,87,71
123,73,55,47
68,85,116,77
101,49,57,44
115,59,62,70
52,108,122,63
73,51,54,53
72,75,50,46
79,52,52,76
77,48,51,67
75,77,68,41
109,50,54,49
81,66,69,38
81,87,43,35
100,59,48,49
130,89,78,34
154,62,30,57
74,61,92,68
76,62,66,56
76,63,51,81
84,66,56,41
85,124,63,37
69,62,61,40
79,108,56,51
134,58,66,55
58,66,41,67
83,64,33,88
136,53,67,54
109,99,67,47
62,94,63,40
65,74,49,118
95,62,42,42
80,75,59,60
87,55,60,56
52,128,78,41
61,70,59,48
58,54,66,46
88,92,65,58
90,69,56,58
90,119,143,94
82,54,60,65
64,55,66,67
83,70,57,32
96,53,46,47
83,75,33,63
62,83,36,39
68,45,120,52
78,82,44,56
75,100,129,45
93,65,58,66
92,65,61,52
132,34,74,69
90,52,61,55
100,56,53,75
100,50,111,55
77,65,41,51
93,150,56,39
83,85,58,48
87,60,88,57
57,69,42,86
86,103,48,40
73,58,110,48
87,52,61,55
195,61,51,49
77,114,75,43
129,70,68,47
79,123,73,47
86,70,65,82
