game_number,player,start_pos,direction,word,score
0,player 1,"(7, 7)",across,widź,26
0,player 1,"(8, 3)",across,tężce,15
0,player 2,"(2, 7)",down,szotowe,6
0,player 3,"(3, 6)",across,uz,3
0,player 4,"(4, 10)",down,budźy,13
0,player 1,"(2, 7)",across,siąpane,12
0,player 2,"(5, 5)",across,satynue,6
0,player 3,"(4, 7)",across,on,1
0,player 4,"(0, 9)",down,grąż,4
0,player 1,"(0, 13)",down,biega,16
0,player 2,"(0, 13)",down,biegam,2
0,player 3,"(0, 11)",across,erb,2
0,player 4,"(5, 5)",down,stoża,4
0,player 1,"(0, 7)",across,jog,12
0,player 2,"(3, 3)",across,klauz,9
0,player 3,"(6, 3)",across,lot,3
0,player 4,"(4, 12)",across,aa,1
0,player 1,"(7, 0)",across,cało,21
0,player 2,"(2, 1)",down,czinza,6
0,player 3,"(4, 0)",across,kił,5
0,player 4,"(0, 3)",down,flak,8
0,player 1,"(0, 0)",across,kwefo,12
0,player 2,"(6, 3)",down,loteii,5
0,player 3,"(2, 1)",across,cha,6
0,player 4,"(9, 2)",across,we,1
0,player 1,"(11, 3)",across,imać,9
0,player 2,"(7, 0)",down,cydrz,6
0,player 3,"(1, 5)",down,pia,3
0,player 4,"(2, 11)",down,aj,9
0,player 1,"(2, 0)",across,pcha,2
0,player 2,"(11, 4)",down,mh,3
1,player 1,"(7, 8)",across,litym,9
1,player 1,"(1, 12)",down,skrzypm,11
1,player 2,"(1, 11)",across,as,1
1,player 3,"(5, 9)",down,zwiłbś,13
1,player 4,"(1, 10)",across,fasj,16
1,player 1,"(10, 5)",across,agreśce,11
1,player 2,"(4, 11)",across,uz,0
1,player 3,"(10, 10)",down,cieć,8
1,player 4,"(9, 5)",down,paź,11
1,player 1,"(13, 4)",across,zredlić,8
1,player 2,"(4, 10)",across,guz,6
1,player 3,"(9, 3)",across,zip,2
1,player 4,"(12, 2)",across,spu,7
1,player 1,"(4, 4)",down,wałeki,9
1,player 2,"(4, 3)",across,iw,1
1,player 3,"(6, 4)",across,łęsą,6
1,player 4,"(7, 0)",across,bisie,18
1,player 1,"(6, 0)",down,obejma,8
1,player 2,"(10, 0)",across,my,2
1,player 3,"(5, 7)",down,tą,2
1,player 4,"(1, 3)",down,dwói,18
1,player 1,"(1, 2)",across,odżęt,13
1,player 2,"(0, 11)",down,aa,1
1,player 3,"(4, 2)",across,hiw,3
1,player 4,"(12, 10)",across,enci,6
1,player 1,"(9, 13)",down,lamin,12
1,player 2,"(6, 6)",down,son,2
1,player 3,"(3, 11)",across,kra,7
1,player 4,"(0, 6)",down,atar,3
1,player 1,"(0, 2)",down,do,2
1,player 2,"(2, 14)",down,on,2
1,player 3,"(0, 0)",across,ued,12
1,player 1,"(9, 11)",down,we,1
1,player 2,"(0, 0)",down,uz,1
1,player 3,"(0, 6)",across,any,9
2,player 2,"(7, 8)",across,eklo,6
2,player 2,"(6, 8)",down,mesy,5
2,player 3,"(5, 10)",down,galonó,16
2,player 4,"(8, 4)",across,secas,5
2,player 1,"(7, 3)",across,aa,2
2,player 2,"(6, 6)",across,mim,3
2,player 3,"(0, 6)",down,wahnikm,9
2,player 4,"(3, 5)",across,gnidzą,12
2,player 1,"(0, 5)",across,iw,0
2,player 2,"(0, 5)",across,iwin,6
2,player 3,"(5, 3)",across,wańk,9
2,player 4,"(2, 10)",across,type,9
2,player 1,"(4, 6)",across,iw,1
2,player 2,"(10, 9)",across,mówi,4
2,player 3,"(8, 12)",down,ślizn,10
2,player 4,"(1, 13)",down,bejoi,16
2,player 1,"(0, 11)",down,czy,3
2,player 2,"(4, 1)",across,rui,5
2,player 3,"(1, 1)",down,srera,8
2,player 4,"(12, 8)",across,coden,6
2,player 1,"(1, 0)",across,as,0
2,player 2,"(7, 1)",across,kyaa,4
2,player 3,"(2, 0)",across,artzn,7
2,player 4,"(7, 1)",down,kefirah,24
2,player 1,"(9, 0)",across,pf,2
2,player 2,"(12, 0)",across,paź,20
2,player 3,"(0, 3)",down,lez,3
2,player 4,"(12, 10)",down,do,1
2,player 2,"(4, 12)",across,do,2
2,player 2,"(4, 11)",across,odo,1
2,player 2,"(0, 8)",down,ny,2
3,player 1,"(7, 8)",across,iw,2
3,player 1,"(8, 9)",across,erot,5
3,player 2,"(4, 7)",down,flope,18
3,player 3,"(2, 9)",down,życzlwe,12
3,player 4,"(4, 6)",across,pf,2
3,player 1,"(2, 8)",across,ażi,2
3,player 2,"(7, 11)",down,konyę,20
3,player 3,"(8, 2)",across,nonane,5
3,player 4,"(6, 6)",across,do,2
3,player 1,"(11, 8)",across,bazę,5
3,player 2,"(4, 4)",down,bajone,12
3,player 3,"(7, 2)",down,inrch,7
3,player 4,"(5, 2)",across,wwa,2
3,player 1,"(5, 9)",across,zeń,8
3,player 2,"(10, 9)",down,sadh,6
3,player 3,"(8, 6)",down,nudzei,8
3,player 4,"(10, 6)",across,da,1
3,player 1,"(1, 6)",across,kia,4
3,player 2,"(10, 0)",across,locy,5
3,player 3,"(13, 0)",across,śmiarli,20
3,player 4,"(13, 8)",across,mh,2
3,player 1,"(3, 11)",down,pań,7
3,player 2,"(7, 0)",down,tall,15
3,player 3,"(7, 0)",down,talló,5
3,player 4,"(4, 11)",across,aj,3
3,player 1,"(11, 5)",across,uz,3
3,player 2,"(0, 6)",down,ćkł,9
3,player 3,"(0, 2)",across,kocić,6
3,player 4,"(4, 2)",down,iw,1
3,player 1,"(14, 7)",across,ny,9
3,player 2,"(0, 3)",down,owse,5
3,player 3,"(11, 4)",across,guz,3
3,player 3,"(11, 4)",down,grr,1
4,player 1,"(7, 7)",across,pogaś,24
4,player 1,"(4, 10)",down,hyrah,12
4,player 2,"(5, 7)",down,napalmu,10
4,player 3,"(5, 6)",across,on,1
4,player 4,"(4, 4)",across,mod,7
4,player 1,"(11, 3)",across,dziwu,9
4,player 2,"(8, 5)",down,nabitm,9
4,player 3,"(10, 7)",across,mu,3
4,player 4,"(4, 8)",across,sahnw,4
4,player 1,"(13, 3)",across,zamieścć,62
4,player 2,"(8, 1)",across,bryzn,7
4,player 3,"(3, 11)",down,on,3
4,player 4,"(1, 6)",down,wiądo,7
4,player 1,"(1, 6)",across,wyklecoe,72
4,player 2,"(7, 7)",across,pogaśż,5
4,player 3,"(3, 8)",down,as,1
4,player 4,"(2, 3)",across,kici,5
4,player 1,"(8, 1)",down,biff,11
4,player 2,"(2, 2)",across,skici,2
4,player 3,"(4, 12)",down,we,1
4,player 4,"(4, 12)",down,werżę,6
4,player 1,"(10, 7)",across,mułłw,10
4,player 2,"(1, 4)",down,zipm,3
4,player 3,"(0, 12)",down,tor,4
4,player 4,"(12, 8)",down,eś,1
4,player 1,"(0, 2)",down,nissnie,6
4,player 2,"(0, 0)",across,pani,12
4,player 3,"(4, 1)",across,on,1
4,player 4,"(0, 0)",down,pójl,10
4,player 1,"(9, 11)",down,ewe,4
4,player 2,"(7, 3)",down,zyg,4
4,player 3,"(10, 0)",across,efk,3
4,player 4,"(5, 2)",across,in,1
4,player 1,"(3, 8)",across,aa,0
4,player 3,"(11, 11)",across,edt,4
4,player 2,"(11, 12)",down,da,2
4,player 4,"(11, 12)",down,dań,7
5,player 1,"(7, 8)",across,wiejey,7
