player_1_score,player_2_score,player_3_score,player_4_score
125,52,24,58
146,22,34,91
216,79,13,33
163,57,23,91
197,111,19,75
218,31,24,36
161,48,29,72
162,39,16,48
208,112,24,84
220,199,16,68
202,11,22,61
188,58,15,84
151,48,22,50
187,92,26,60
155,72,13,27
152,53,31,86
194,27,18,36
164,109,27,58
163,79,25,29
163,72,19,50
167,46,24,70
102,75,17,66
163,119,17,21
193,15,30,52
110,87,24,69
148,83,22,38
203,66,13,57
175,60,32,75
168,55,29,70
142,34,25,83
170,55,31,5
209,73,23,36
123,49,22,30
157,56,40,16
200,47,18,50
112,102,19,52
171,52,27,24
197,80,9,31
162,67,19,54
129,42,19,54
241,67,20,63
118,22,22,89
189,63,23,83
263,89,13,88
143,94,20,74
277,65,35,47
156,29,21,42
159,145,33,64
171,67,26,65
210,27,29,31
165,63,36,80
222,70,20,79
279,85,26,51
143,100,35,72
225,28,9,53
136,17,23,48
252,48,28,46
162,43,19,71
186,69,27,57
103,44,35,97
132,81,27,82
172,99,11,104
141,64,22,23
141,11,19,24
156,82,23,43
250,27,32,47
175,97,27,72
135,21,22,84
129,43,36,76
189,66,15,72
258,58,23,57
185,97,25,35
159,38,22,69
170,43,14,77
182,66,10,57
142,51,3,44
188,72,22,16
145,45,4,21
123,70,22,80
174,35,16,60
181,44,21,75
188,97,7,74
170,49,8,55
144,28,9,40
155,213,27,40
0,97,33,260
196,86,23,39
205,126,27,40
172,54,17,42
205,113,29,44
185,95,40,43
292,204,30,56
177,59,21,34
182,5,23,69
181,42,27,44
177,59,20,94
122,62,28,12
170,98,20,55
197,75,28,66
182,48,23,59
145,51,29,95
207,72,15,89
113,40,20,60
273,39,10,73
174,28,21,27
194,31,17,45
153,91,30,81
205,79,17,21
164,52,28,38
178,43,12,49
198,56,30,69
187,63,26,96
166,87,26,44
203,75,27,51
170,96,8,73
216,66,32,68
145,42,24,73
193,76,25,11
146,73,6,42
154,6,19,9
0,121,27,29
389,366,29,122
0,95,38,65
267,132,12,88
197,54,29,63
168,82,6,65
215,105,25,66
137,5,25,66
141,87,15,66
192,62,9,37
155,189,32,51
181,86,23,36
195,73,18,21
177,456,10,87
189,45,23,66
167,82,20,74
129,33,22,66
169,60,15,84
175,29,23,49
125,100,22,21
0,107,35,88
166,69,25,17
190,37,18,46
231,70,30,34
186,93,25,35
0,53,39,80
152,52,19,44
208,47,13,84
190,55,9,45
197,71,23,48
191,41,31,79
139,88,23,15
193,67,14,43
170,78,35,59
225,51,27,83
186,112,21,49
175,98,28,80
165,144,34,52
184,89,26,99
153,73,16,26
